Geneid,ENSEMBL,SYMBOL,GENENAME,Fetal 1: SRX683826,Fetal 2: SRX683824,Fetal 3: SRX683825,Adult 1: SRX683793,Adult 2: SRX683794,Adult 3: SRX683797
100128750,ENSG00000254109,RBPMS-AS1,RBPMS antisense RNA 1,0,0,4,6,7,7
100128751,NA,NA,NA,6,0,0,4,0,0
100128770,ENSG00000205890,LOC100128770,uncharacterized LOC100128770,61,139,63,83,4,4
100128782,ENSG00000175611,LINC00476,long intergenic non-protein coding RNA 476,3163,2390,1334,1757,290,290
100128785,NA,NA,NA,20,39,41,38,4,4
100128788,ENSG00000205913,SRRM2-AS1,SRRM2 antisense RNA 1,49,62,38,25,5,5
100128811,ENSG00000233642,GPR158-AS1,GPR158 antisense RNA 1,4,6,7,158,3,3
100128816,NA,NA,NA,90,51,28,21,8,8
100128818,NA,LPEQ6126,uncharacterized LOC100128818,8,29,4,1,0,0
100128822,ENSG00000261455,LINC01003,long intergenic non-protein coding RNA 1003,2572,2501,1309,1204,178,178
100128840,NA,NA,NA,0,0,2,0,0,0
100128881,ENSG00000261373,VPS9D1-AS1,VPS9D1 antisense RNA 1,728,696,457,369,17,17
100128890,ENSG00000215374,FAM66B,family with sequence similarity 66 member B,535,161,95,99,23,23
100128893,ENSG00000266010,GATA6-AS1,GATA6 antisense RNA 1 (head to head),0,4,0,0,0,0
100128905,ENSG00000260868,LINC01960,long intergenic non-protein coding RNA 1960,4,0,8,0,0,0
100128908,ENSG00000283654,LMLN2,leishmanolysin like peptidase 2,4,10,2,55,4,4
100128909,NA,NA,NA,3,8,1,17,0,0
100128927,ENSG00000179627,ZBTB42,zinc finger and BTB domain containing 42,515,831,212,89,46,46
100128935,NA,NA,NA,0,0,0,0,0,0
100128946,ENSG00000205632,LINC01310,long intergenic non-protein coding RNA 1310,97,160,113,340,21,21
100128977,NA,MAPT-AS1,MAPT antisense RNA 1,8,25,22,29,0,0
100128979,NA,NA,NA,222,404,83,105,6,6
100128988,NA,LOC100128988,uncharacterized LOC100128988,4,0,0,1,0,0
100128997,NA,NA,NA,214,259,142,2934,124,124
100128998,NA,C20orf181,chromosome 20 open reading frame 181,0,0,2,4,4,4
100129027,NA,PCBP3-AS1,PCBP3 antisense RNA 1,14,19,8,7,0,0
100129033,NA,NA,NA,56,52,22,25,2,2
100129034,NA,LOC100129034,uncharacterized LOC100129034,12968,14352,5586,6565,2255,2255
100129046,NA,BCAR3-AS1,BCAR3 antisense RNA 1,17,7,8,13,0,0
100129055,NA,CCNYL4,cyclin Y like 4 (pseudogene),9,15,12,11,0,0
100129060,ENSG00000235016,SEMA3F-AS1,SEMA3F antisense RNA 1,1117,707,530,293,29,29
100129066,ENSG00000237372,UNQ6494,uncharacterized LOC100129066,20,18,6,0,0,0
100129075,ENSG00000186615,KTN1-AS1,KTN1 antisense RNA 1,163,166,67,61,15,15
100129083,NA,SIGLEC10-AS1,SIGLEC10 antisense RNA 1,10,21,2,0,0,0
100129085,NA,SELENOKP1,selenoprotein K pseudogene 1,88,140,62,50,8,8
100129094,ENSG00000215811,BTNL10,butyrophilin like 10,8,10,0,2,0,0
100129098,NA,LOC100129098,translation initiation factor IF-2,6,4,5,16,0,0
100129101,NA,NA,NA,11,22,5,31,2,2
100129104,NA,NA,NA,602,611,338,415,84,84
100129118,NA,LOC100129118,transmembrane protein 167A pseudogene,107,79,69,58,14,14
100129119,NA,NA,NA,5,29,1,4,0,0
100129128,ENSG00000256980,KHDC1L,KH domain containing 1 like,51,64,29,30,10,10
100129135,ENSG00000264104,LOC100129135,selenocysteine insertion sequence-binding protein 2-like,2,0,1,0,0,0
100129138,ENSG00000215869,LOC100129138,THAP domain containing 3 pseudogene,27,32,9,5,0,0
100129144,ENSG00000226280,LOC100129144,zinc finger protein 681 pseudogene,0,0,0,0,0,0
100129148,NA,LOC100129148,uncharacterized LOC100129148,45,51,41,64,2,2
100129195,ENSG00000269293,ZSCAN16-AS1,ZSCAN16 antisense RNA 1,1414,1210,746,852,238,238
100129196,ENSG00000186056,MATN1-AS1,MATN1 antisense RNA 1,12,27,27,85,10,10
100129201,NA,PRR13P3,proline rich 13 pseudogene 3,15,2,4,7,0,0
100129203,NA,LOC100129203,uncharacterized LOC100129203,70,110,91,244,70,70
100129204,NA,NA,NA,34,48,11,44,2,2
100129215,ENSG00000226180,LOC100129215,uncharacterized LOC100129215,420,588,338,172,27,27
100129216,ENSG00000225805,DEFB131B,defensin beta 131B,32,60,19,2,0,0
100129223,ENSG00000287243,THCAT155,thyroid cancer-associated transcript 155,1479,2256,1078,948,51,51
100129233,NA,NA,NA,21,8,10,4,0,0
100129239,ENSG00000224440,CXorf51A,chromosome X open reading frame 51A,0,0,0,0,0,0
100129250,ENSG00000235453,SMIM27,small integral membrane protein 27,84,81,67,161,79,79
100129268,NA,NA,NA,404,366,171,121,35,35
100129269,NA,LINC01160,long intergenic non-protein coding RNA 1160,58,46,21,42,2,2
100129271,ENSG00000198854,C1orf68,chromosome 1 open reading frame 68,0,0,0,0,0,0
100129307,ENSG00000285746,LOC100129307,putative UPF0607 protein ENSP00000383144,2,0,0,0,0,0
100129316,NA,LOC100129316,uncharacterized LOC100129316,26,11,11,16,0,0
100129345,ENSG00000197176,LINC02291,long intergenic non-protein coding RNA 2291,59,101,4,8,0,0
100129354,NA,NRADDP,"neurotrophin receptor associated death domain, pseudogene",21,44,17,20,9,9
100129387,NA,GABPB1-AS1,GABPB1 antisense RNA 1,9799,10434,3971,915,81,81
100129396,ENSG00000288235,FAM106C,family with sequence similarity 106 member C,11,0,125,8,3,3
100129405,NA,MSTO2P,"misato family member 2, pseudogene",1641,1761,824,441,27,27
100129407,ENSG00000275520,FAM236A,family with sequence similarity 235 member A,1,3,0,0,0,0
100129409,NA,NA,NA,4,12,5,3,0,0
100129413,NA,NA,NA,0,0,1,0,0,0
100129424,NA,RPL19P12,ribosomal protein L19 pseudogene 12,24,73,12,23,3,3
100129427,ENSG00000226122,DDC-AS1,DDC antisense RNA 1,0,0,0,0,2,2
100129434,ENSG00000233251,LOC100129434,uncharacterized LOC100129434,82,206,104,277,18,18
100129461,ENSG00000272142,LYRM4-AS1,LYRM4 antisense RNA 1,6,4,4,4,4,4
100129463,NA,NA,NA,0,0,0,0,0,0
100129478,NA,LOC100129478,chromosome 4 open reading frame 46 pseudogene,29,49,12,17,9,9
100129482,ENSG00000234420,ZNF37BP,"zinc finger protein 37B, pseudogene",20246,14508,11674,7327,1169,1169
100129484,ENSG00000234432,LOC100129484,uncharacterized LOC100129484,982,1600,811,664,56,56
100129492,NA,LOC100129492,small nuclear ribonucleoprotein Sm D1 pseudogene,20,40,25,10,3,3
100129503,ENSG00000280351,LOC100129503,uncharacterized LOC100129503,37,101,33,9,1,1
100129515,ENSG00000224107,ETDB,embryonic testis differentiation homolog B,0,0,0,4,0,0
100129518,ENSG00000285427,SOD2-OT1,SOD2 overlapping transcript 1,325,478,224,225,18,18
100129534,ENSG00000269896,LOC100129534,small nuclear ribonucleoprotein polypeptide N pseudogene,548,789,161,447,42,42
100129543,ENSG00000183850,ZNF730,zinc finger protein 730,1354,1488,376,4,14,14
100129550,ENSG00000273033,LINC02035,long intergenic non-protein coding RNA 2035,4568,3147,2896,2130,154,154
100129583,ENSG00000189157,FAM47E,family with sequence similarity 47 member E,125,180,177,1236,219,219
100129596,NA,NA,NA,47,97,21,8,4,4
100129597,ENSG00000233610,LINC00462,long intergenic non-protein coding RNA 462,0,0,1,0,0,0
100129617,NA,LOC100129617,uncharacterized LOC100129617,107,170,28,27,1,1
100129620,ENSG00000232825,LOC100129620,uncharacterized LOC100129620,345,161,320,167,12,12
100129626,NA,LOC100129626,translocase of outer mitochondrial membrane 5 homolog (yeast) pseudogene,0,0,0,0,0,0
100129633,NA,NA,NA,15,2,17,88,3,3
100129637,NA,NA,NA,5261,6086,3068,1860,258,258
100129654,ENSG00000261787,TCF24,transcription factor 24,0,0,3,14,4,4
100129697,ENSG00000205018,LOC100129697,uncharacterized LOC100129697,91,187,39,88,12,12
100129699,NA,NA,NA,0,0,0,0,0,0
100129702,NA,NA,NA,47,29,31,31,1,1
100129703,NA,NA,NA,4,8,3,0,0,0
100129716,ENSG00000281357,ARRDC3-AS1,ARRDC3 antisense RNA 1,47,63,24,27,9,9
100129722,ENSG00000275549,STPG3-AS1,STPG3 antisense RNA 1,24,28,23,53,4,4
100129726,ENSG00000279873,LINC01126,long intergenic non-protein coding RNA 1126,64,212,48,29,8,8
100129744,NA,NA,NA,0,0,0,0,0,0
100129781,NA,MIR193BHG,MIR193B host gene,0,44,81,327,39,39
100129786,NA,NA,NA,0,0,0,0,0,0
100129792,ENSG00000198865,CCDC152,coiled-coil domain containing 152,2552,1955,1014,448,41,41
100129794,ENSG00000258708,SLC25A21-AS1,SLC25A21 antisense RNA 1,77,78,140,171,17,17
100129827,ENSG00000177112,IRAG1-AS1,IRAG1 antisense RNA 1,22,28,2,24,6,6
100129831,NA,NA,NA,44,18,5,74,4,4
100129842,ENSG00000237440,ZNF737,zinc finger protein 737,18666,13729,8668,2076,230,230
100129845,ENSG00000224729,PCOLCE-AS1,PCOLCE antisense RNA 1,27,12,43,24,3,3
100129858,ENSG00000196951,SCOC-AS1,SCOC antisense RNA 1,63,81,65,180,9,9
100129860,NA,NA,NA,0,0,0,0,0,0
100129885,NA,NA,NA,3,0,0,2,0,0
100129890,NA,NA,NA,370,459,237,122,10,10
100129898,NA,NA,NA,0,0,0,0,0,0
100129917,ENSG00000249592,LOC100129917,uncharacterized LOC100129917,2536,2329,836,319,31,31
100129924,ENSG00000274386,TMEM269,transmembrane protein 269,65,134,29,11,1,1
100129931,ENSG00000245748,LOC100129931,uncharacterized LOC100129931,27,45,11,24,2,2
100129935,ENSG00000268153,LOC100129935,galectin 14 pseudogene,0,0,1,0,0,0
100129940,ENSG00000197301,HMGA2-AS1,HMGA2 antisense RNA 1,89,119,77,9,0,0
100129961,NA,CCNT2-AS1,CCNT2 antisense RNA 1,400,511,333,230,13,13
100129973,NA,CERNA1,competing endogenous lncRNA 1 for miR-4707-5p and miR-4767,82,70,62,462,23,23
100129979,NA,NA,NA,0,0,1,0,0,0
100129999,NA,NA,NA,199,322,103,45,15,15
10013,ENSG00000094631,HDAC6,histone deacetylase 6,29213,36474,13407,9910,1298,1298
100130000,NA,NA,NA,7,13,7,13,4,4
100130009,NA,HMGA1P8,high mobility group AT-hook 1 pseudogene 8,101,131,49,59,4,4
100130015,ENSG00000222019,URAHP,"urate (hydroxyiso-) hydrolase, pseudogene",394,640,187,317,19,19
100130017,ENSG00000250426,FTLP10,ferritin light chain pseudogene 10,0,0,0,0,0,0
100130027,NA,LOC100130027,uncharacterized LOC100130027,4153,5594,2462,2164,233,233
100130071,NA,NA,NA,68,81,31,50,4,4
100130083,NA,NA,NA,13,10,6,3,0,0
100130093,NA,NA,NA,587,511,317,313,25,25
100130097,NA,KIF28P,"kinesin family member 28, pseudogene",590,419,164,259,23,23
100130100,NA,NA,NA,0,0,1,0,0,0
100130111,ENSG00000256802,LOC100130111,uncharacterized LOC100130111,197,206,245,253,24,24
100130148,ENSG00000279685,MAPT-IT1,MAPT intronic transcript 1,102,188,156,146,11,11
100130155,ENSG00000254377,MIR124-2HG,MIR124-2 host gene,322,298,290,429,33,33
100130156,NA,NA,NA,10,3,3,0,0,0
100130157,NA,NA,NA,149,163,59,43,1,1
100130169,NA,NA,NA,0,0,0,0,0,0
100130172,NA,LOC100130172,uncharacterized LOC100130172,175,98,85,48,0,0
100130219,NA,NA,NA,2455,2198,1299,841,73,73
100130231,ENSG00000245164,LINC00861,long intergenic non-protein coding RNA 861,19,4,15,20,24,24
100130232,NA,NA,NA,0,20,2,13,0,0
100130238,NA,LOC100130238,uncharacterized LOC100130238,46,111,18,401,30,30
100130249,ENSG00000279261,PP2672,uncharacterized LOC100130249,5,4,0,0,0,0
100130255,NA,NA,NA,26,34,37,64,0,0
100130264,ENSG00000179447,SLC24A3-AS1,SLC24A3 antisense RNA 1,0,4,4,0,0,0
100130274,ENSG00000255181,CCDC166,coiled-coil domain containing 166,74,24,8,18,0,0
100130275,NA,TFAP2A-AS1,TFAP2A antisense RNA 1,4,10,4,1,3,3
100130285,NA,NA,NA,34,28,12,16,3,3
100130298,NA,LOC100130298,hCG1816373-like,73,97,9,24,6,6
100130301,ENSG00000274443,C8orf89,chromosome 8 open reading frame 89,56,65,39,12,1,1
100130302,NA,SUPT20HL1,SUPT20H like 1,0,0,0,8,1,1
100130311,ENSG00000205710,C17orf107,chromosome 17 open reading frame 107,558,392,168,539,19,19
100130331,ENSG00000237250,LOC100130331,"POTE ankyrin domain family, member F pseudogene",7,1,6,82,13,13
100130342,NA,SCGB2B3P,"secretoglobin family 2B member 3, pseudogene",16,52,9,2,0,0
100130345,NA,LOC100130345,cadherin-related family member 3-like,14,4,20,14,3,3
100130348,ENSG00000187066,TMEM262,transmembrane protein 262,7,0,5,9,0,0
100130357,ENSG00000215022,LOC100130357,uncharacterized LOC100130357,3233,3077,1459,331,61,61
100130361,ENSG00000215115,CXorf49,chromosome X open reading frame 49,0,0,0,0,0,0
100130370,ENSG00000262223,LOC100130370,uncharacterized LOC100130370,17,53,20,616,20,20
100130386,ENSG00000279770,LINC00552,long intergenic non-protein coding RNA 552,14,30,22,79,5,5
100130401,NA,NA,NA,8,12,8,4,0,0
100130417,ENSG00000223764,LINC02593,long intergenic non-protein coding RNA 2593,189,331,54,34,13,13
100130418,NA,CECR7,"cat eye syndrome chromosome region, candidate 7",386,314,656,344,31,31
100130428,NA,NA,NA,133,161,121,43,2,2
100130449,ENSG00000218416,LOC100130449,uncharacterized LOC100130449,1938,1888,865,535,67,67
100130452,NA,LOC100130452,uncharacterized LOC100130452,8,0,0,0,0,0
100130458,NA,NA,NA,0,0,0,0,0,0
100130466,ENSG00000232864,NUCKS1P1,nuclear casein kinase and cyclin dependent kinase substrate 1 pseudogene 1,0,1,1,7,2,2
100130476,ENSG00000237499,WAKMAR2,wound and keratinocyte migration associated lncRNA 2,22,26,34,0,0,0
100130480,ENSG00000265944,LINC01387,long intergenic non-protein coding RNA 1387,0,0,5,0,0,0
100130502,NA,NA,NA,0,44,0,22,8,8
100130503,NA,NA,NA,11222,6755,6813,2285,352,352
100130507,NA,NA,NA,123,503,396,7,4,4
100130519,ENSG00000188051,TMEM221,transmembrane protein 221,977,1080,145,761,154,154
100130522,ENSG00000267270,PARD6G-AS1,PARD6G antisense RNA 1,536,627,237,111,18,18
100130539,ENSG00000277288,LINC02881,long intergenic non-protein coding RNA 2881,30,13,22,152,36,36
100130547,NA,NA,NA,331,412,93,350,50,50
100130548,ENSG00000235138,LOC100130548,uncharacterized LOC100130548,82,128,61,19,2,2
100130557,NA,NFYC-AS1,NFYC antisense RNA 1,2082,1707,1083,658,88,88
100130579,NA,PHBP20,prohibitin pseudogene 20,0,0,2,8,0,0
100130581,ENSG00000188825,LINC00910,long intergenic non-protein coding RNA 910,329,302,186,299,29,29
100130589,NA,NA,NA,0,4,3,9,0,0
100130613,ENSG00000183631,PRR32,proline rich 32,0,0,0,0,0,0
100130673,NA,LOC100130673,phosphoribosyl pyrophosphate synthetase 2 pseudogene,21,31,25,68,0,0
100130691,ENSG00000213963,LOC100130691,uncharacterized LOC100130691,494,552,396,645,74,74
100130698,NA,LOC100130698,uncharacterized LOC100130698,1,0,0,49,0,0
100130700,NA,TP53TG3HP,"TP53 target 3 family member H, pseudogene",0,0,0,0,0,0
100130701,NA,LOC100130701,uncharacterized LOC100130701,0,0,0,2,0,0
100130717,ENSG00000185837,HDHD5-AS1,HDHD5 antisense RNA 1,60,47,34,17,2,2
100130733,ENSG00000186105,LRRC70,leucine rich repeat containing 70,263,347,106,76,50,50
100130736,NA,NA,NA,0,0,2,0,0,0
100130742,ENSG00000214954,LRRC69,leucine rich repeat containing 69,58,55,30,48,1,1
100130771,ENSG00000185055,EFCAB10,EF-hand calcium binding domain 10,174,150,115,45,1,1
100130776,ENSG00000255737,AGAP2-AS1,AGAP2 antisense RNA 1,183,283,96,58,8,8
100130800,NA,NA,NA,10,2,5,4,0,0
100130815,NA,NA,NA,0,0,0,0,0,0
100130825,NA,NA,NA,11,0,5,6,3,3
100130827,ENSG00000231274,SBK3,SH3 domain binding kinase family member 3,2,6,2,0,0,0
100130830,NA,NA,NA,0,0,0,0,0,0
100130849,ENSG00000233437,LOC100130849,phosphorylase kinase catalytic subunit gamma 1 pseudogene,0,0,0,0,0,0
100130855,ENSG00000259248,USP3-AS1,USP3 antisense RNA 1,662,432,266,188,18,18
100130856,NA,NA,NA,1190,1362,740,555,99,99
100130876,NA,NA,NA,0,11,5,2,2,2
100130880,ENSG00000237243,CREB3L2-AS1,CREB3L2 antisense RNA 1,0,8,1,0,0,0
100130887,ENSG00000226864,ATE1-AS1,ATE1 antisense RNA 1,723,32,388,214,123,123
100130889,NA,PSORS1C3,psoriasis susceptibility 1 candidate 3,0,4,0,0,0,0
100130894,ENSG00000214353,VAC14-AS1,VAC14 antisense RNA 1,10,29,27,360,203,203
100130921,NA,NA,NA,35,39,22,97,7,7
100130932,NA,SNRPGP15,small nuclear ribonucleoprotein polypeptide G pseudogene 15,315,405,242,320,25,25
100130933,ENSG00000259120,SMIM6,small integral membrane protein 6,11,8,5,156,6,6
100130935,ENSG00000242599,CSAG4,CSAG family member 4 (pseudogene),0,0,0,0,0,0
100130938,NA,NA,NA,0,0,3,20,13,13
100130950,ENSG00000261879,LOC100130950,uncharacterized LOC100130950,2606,2119,1107,647,70,70
100130954,ENSG00000237339,LINC01502,long intergenic non-protein coding RNA 1502,1,0,0,0,0,0
100130958,ENSG00000205078,SYCE1L,synaptonemal complex central element protein 1 like,300,431,160,125,30,30
100130967,ENSG00000203711,C6orf99,chromosome 6 putative open reading frame 99,21,39,30,25,0,0
100130987,NA,LOC100130987,uncharacterized LOC100130987,850,780,377,371,28,28
100130988,ENSG00000164500,SPATA48,spermatogenesis associated 48,0,0,0,9,0,0
100130998,NA,NA,NA,43,110,33,12,9,9
100131035,NA,NA,NA,1,0,0,1,0,0
100131060,NA,LINC01135,long intergenic non-protein coding RNA 1135,23,8,14,172,23,23
100131067,ENSG00000247572,CKMT2-AS1,CKMT2 antisense RNA 1,1044,1933,603,504,115,115
100131089,ENSG00000248508,SRP14-AS1,SRP14 antisense RNA1 (head to head),584,447,251,610,189,189
100131091,NA,NA,NA,495,292,483,236,40,40
100131094,ENSG00000205790,DPP9-AS1,DPP9 antisense RNA 1,332,246,131,166,13,13
100131107,ENSG00000285818,LOC100131107,putative UPF0607 protein ENSP00000383783,0,0,0,0,0,0
100131117,ENSG00000241560,ZBTB20-AS1,ZBTB20 antisense RNA 1,12,16,12,1,1,1
100131131,NA,NA,NA,0,0,0,1,1,1
100131132,NA,NA,NA,12,4,5,4,0,0
100131137,ENSG00000188334,BSPH1,binder of sperm protein homolog 1,0,0,0,0,0,0
100131138,ENSG00000185847,LINC01405,long intergenic non-protein coding RNA 1405,4,0,5,0,0,0
100131174,NA,NA,NA,0,0,0,0,0,0
100131176,ENSG00000243836,WDR86-AS1,WDR86 antisense RNA 1,125,68,89,50,20,20
100131187,ENSG00000215845,TSTD1,thiosulfate sulfurtransferase like domain containing 1,1357,1997,681,1387,153,153
100131193,ENSG00000228544,CCDC183-AS1,CCDC183 antisense RNA 1,893,1102,252,379,29,29
100131205,ENSG00000220749,RPL21P28,ribosomal protein L21 pseudogene 28,43,80,24,75,10,11
100131208,ENSG00000227906,SNAP25-AS1,SNAP25 antisense RNA 1,171,65,189,536,32,32
100131211,ENSG00000189362,NEMP2,nuclear envelope integral membrane protein 2,1055,1278,469,401,67,67
100131213,ENSG00000237149,ZNF503-AS2,ZNF503 antisense RNA 2,100,158,54,253,26,26
100131244,ENSG00000230778,ANKRD63,ankyrin repeat domain 63,345,150,59,76,2,2
100131257,NA,LOC100131257,zinc finger protein 655 pseudogene,0,11,1,0,0,0
100131275,NA,NA,NA,4,2,17,2,0,0
100131283,NA,NA,NA,12,21,7,4,0,0
100131297,NA,NA,NA,2,0,0,4,0,0
100131316,NA,NA,NA,9,17,2,4,2,2
100131320,ENSG00000225449,RAB6C-AS1,RAB6C antisense RNA 1,82,169,160,652,43,43
100131347,ENSG00000263818,RDM1P5,RDM1 pseudogene 5,33,84,45,27,16,16
100131354,NA,NA,NA,201,150,105,229,35,35
100131366,ENSG00000251533,LINC00605,long intergenic non-protein coding RNA 605,0,8,0,8,0,0
100131372,NA,NA,NA,4,0,2,35,10,10
100131373,NA,NA,NA,6,4,15,0,0,0
100131378,ENSG00000205177,C11orf91,chromosome 11 open reading frame 91,15,6,17,20,8,8
100131381,NA,NA,NA,2,8,2,61,6,6
100131390,ENSG00000217236,SP9,Sp9 transcription factor,325,663,1076,252,11,11
100131395,NA,LOC100131395,uncharacterized LOC100131395,48,15,18,120,14,14
100131434,ENSG00000241769,LINC00893,long intergenic non-protein coding RNA 893,864,744,401,481,63,63
100131439,ENSG00000204345,CD300LD,CD300 molecule like family member d,0,0,0,0,0,0
100131450,NA,NA,NA,98,117,94,26,8,8
100131454,ENSG00000231784,DBIL5P,"diazepam binding inhibitor-like 5, pseudogene",533,602,359,337,24,24
100131479,NA,LOC100131479,zinc finger protein 430 pseudogene,4,0,2,0,0,0
100131496,ENSG00000267882,LOC100131496,uncharacterized LOC100131496,17,33,12,8,1,1
100131510,NA,NA,NA,135,103,114,66,7,7
100131519,NA,NA,NA,199,7,35,25,1,1
100131530,NA,NA,NA,114,242,87,475,27,27
100131539,ENSG00000214534,ZNF705E,zinc finger protein 705E,26,55,15,2,1,1
100131541,NA,NA,NA,4,0,5,4,0,0
100131551,ENSG00000214145,LINC00887,long intergenic non-protein coding RNA 887,7,0,4,29,0,0
100131561,NA,FKSG29,FKSG29,8,0,0,0,0,0
100131564,NA,CCDC18-AS1,CCDC18 antisense RNA 1,1794,2351,952,778,175,175
100131580,NA,NA,NA,4,4,11,0,0,0
100131607,NA,NA,NA,21,74,7,151,75,75
100131608,ENSG00000255251,PRR23D1,proline rich 23 domain containing 1,2,1,0,1,0,0
100131635,ENSG00000228804,LOC100131635,hCG1645011-like,4,0,3,0,2,2
100131679,NA,NA,NA,204,232,158,107,10,10
100131691,ENSG00000267858,MZF1-AS1,MZF1 antisense RNA 1,1376,1238,718,671,70,70
100131726,ENSG00000204949,FAM83A-AS1,FAM83A antisense RNA 1,0,0,0,0,0,0
100131733,NA,USP30-AS1,USP30 antisense RNA 1,22,3,11,10,4,4
100131738,NA,NA,NA,842,700,587,613,62,62
100131744,NA,NA,NA,0,0,29,25,45,45
100131754,NA,NA,NA,7093,106,7547,120271,2954,2954
100131755,ENSG00000196440,ARMCX4,armadillo repeat containing X-linked 4,5998,5185,3058,2479,242,242
100131774,NA,NA,NA,0,0,0,0,0,0
100131801,ENSG00000229833,PET100,PET100 cytochrome c oxidase chaperone,3118,5672,2257,2959,573,573
100131814,ENSG00000231028,LINC00271,long intergenic non-protein coding RNA 271,4,21,26,76,13,13
100131816,ENSG00000229547,UBE2DNL,ubiquitin conjugating enzyme E2 D N-terminal like (pseudogene),0,0,0,0,0,0
100131818,NA,NA,NA,0,2,0,4,0,0
100131823,NA,SUMO2P7,SUMO2 pseudogene 7,0,0,0,0,0,0
100131825,NA,CADM3-AS1,CADM3 antisense RNA 1,1024,578,410,242,16,16
100131826,NA,NA,NA,78,56,51,11,0,0
100131827,ENSG00000227124,ZNF717,zinc finger protein 717,290,251,291,203,8,8
100131871,NA,NA,NA,0,1,1,1,0,0
100131884,NA,LOC100131884,capicua transcriptional repressor pseudogene,25,72,8,13,9,9
100131897,ENSG00000204767,INSYN2B,inhibitory synaptic factor family member 2B,411,506,130,506,12,12
100131902,ENSG00000232263,KRTAP25-1,keratin associated protein 25-1,0,0,0,0,0,0
100131910,NA,NA,NA,4,7,2,15,2,2
100131980,ENSG00000215372,ZNF705G,zinc finger protein 705G,0,0,0,0,1,1
100131997,ENSG00000274026,FAM27E3,family with sequence similarity 27 member E3,362,723,148,90,30,30
100131998,NA,RRN3P3,RRN3 pseudogene 3,1472,886,646,680,48,48
100132024,NA,NA,NA,0,0,0,0,0,0
100132050,NA,NA,NA,7,4,0,0,0,0
100132055,NA,NA,NA,6,31,1,0,0,0
100132057,ENSG00000231551,PDE4DIPP6,PDE4DIP pseudogene 6,1,5,2,1,2,2
100132062,NA,LOC100132062,uncharacterized LOC100132062,35,36,7,26,0,0
100132074,ENSG00000204060,FOXO6,forkhead box O6,3830,5512,1005,556,17,17
100132077,NA,LOC100132077,uncharacterized LOC100132077,56,155,343,37,5,5
100132101,ENSG00000274471,HERC2P7,hect domain and RLD 2 pseudogene 7,439,356,215,79,3,3
100132103,ENSG00000225725,FAM66E,family with sequence similarity 66 member E,54,82,85,58,0,0
100132111,NA,C2CD4D-AS1,C2CD4D and THEM5 antisense RNA 1,28,58,47,271,9,9
100132116,ENSG00000180139,ACTA2-AS1,ACTA2 antisense RNA 1,10,12,5,14,6,6
100132124,ENSG00000232620,TSPY17P,"testis specific protein Y-linked 17, pseudogene",0,0,0,0,0,0
100132143,NA,NA,NA,0,0,0,0,0,0
100132163,NA,PHKA2-AS1,PHKA2 antisense RNA 1,83,91,48,50,1,1
100132169,ENSG00000231439,WASIR2,WASH and IL9R antisense RNA 2,9,18,5,17,0,0
